Recency,Frequency,Revenue,Revenue_per_Transaction,m6_Revenue,CustomerID,LTVCluster
172,1,307.82000000000005,307.82000000000005,0.0,15973.0,0
17,3,1573.49,524.4966666666667,1868.66,15974.0,1
26,1,209.99,209.99,220.95,15976.0,0
60,1,760.18,760.18,1638.68,15980.0,1
16,4,1622.2,405.55,1786.28,15981.0,1
166,3,1148.27,382.75666666666666,326.75,15983.0,0
39,5,782.08,156.416,1309.88,15984.0,0
42,1,899.58,899.58,242.84,15985.0,0
5,4,516.08,129.02,690.34,15987.0,0
93,1,401.37,401.37,390.74,15990.0,0
69,3,655.27,218.42333333333332,405.41,15996.0,0
68,2,1782.22,891.11,1307.75,15998.0,0
165,1,1181.0,1181.0,1554.3700000000001,16003.0,1
76,1,177.59,177.59,120.49000000000001,16005.0,0
17,1,101.4,101.4,0.0,16006.0,0
21,1,369.75,369.75,1332.19,16007.0,0
10,1,139.15,139.15,339.63,16008.0,0
51,3,407.5,135.83333333333334,0.0,16010.0,0
39,6,990.84,165.14000000000001,1977.95,16011.0,1
97,1,262.93,262.93,399.45,16014.0,0
2,4,817.57,204.3925,550.59,16016.0,0
38,6,2489.5,414.9166666666667,1296.74,16019.0,0
66,1,628.28,628.28,0.0,16022.0,0
72,1,177.84,177.84,541.97,16023.0,0
24,3,516.6700000000001,172.22333333333336,417.95000000000005,16027.0,0
115,1,331.24,331.24,0.0,16030.0,0
53,1,305.63,305.63,243.31,16031.0,0
6,11,3277.67,297.97,5116.86,16033.0,1
2,3,437.7,145.9,0.0,16034.0,0
69,1,188.73,188.73,570.19,16036.0,0
75,3,855.02,285.00666666666666,0.0,16037.0,0
7,1,316.95,316.95,76.38,16038.0,0
74,1,422.43,422.43,891.12,16040.0,0
138,1,24.95,24.95,1172.32,16042.0,0
17,3,676.49,225.49666666666667,97.5,16043.0,0
51,2,861.25,430.625,479.45,16045.0,0
179,2,256.44,128.22,0.0,16048.0,0
26,1,134.8,134.8,0.0,16055.0,0
17,3,1059.54,353.18,1203.58,16057.0,0
60,3,647.7,215.9,812.16,16059.0,0
47,2,578.18,289.09,199.96,16062.0,0
66,1,335.32,335.32,0.0,16063.0,0
171,1,372.09,372.09,0.0,16065.0,0
94,1,584.3199999999999,584.3199999999999,0.0,16072.0,0
103,1,122.39999999999999,122.39999999999999,0.0,16073.0,0
14,1,305.45000000000005,305.45000000000005,1768.3,16076.0,1
89,1,79.2,79.2,0.0,16078.0,0
80,1,130.26,130.26,86.9,16080.0,0
65,2,568.13,284.065,2238.77,16081.0,1
166,1,337.98,337.98,979.64,16083.0,0
105,1,436.18,436.18,0.0,16084.0,0
42,2,325.04,162.52,656.47,16085.0,0
6,3,587.0600000000001,195.6866666666667,534.33,16086.0,0
4,1,157.25,157.25,157.81,16091.0,0
3,2,593.73,296.865,224.13,16092.0,0
25,1,252.1,252.1,509.2,16094.0,0
70,1,320.62,320.62,0.0,16096.0,0
46,1,185.04999999999998,185.04999999999998,0.0,16097.0,0
40,3,1010.3000000000001,336.7666666666667,995.33,16098.0,0
31,1,318.3,318.3,413.6,16099.0,0
32,2,534.46,267.23,878.6800000000001,16103.0,0
54,1,336.96,336.96,0.0,16105.0,0
24,2,611.88,305.94,0.0,16109.0,0
68,2,693.93,346.965,643.55,16110.0,0
139,2,136.14,68.07,59.599999999999994,16112.0,0
18,3,510.9,170.29999999999998,1008.0600000000001,16115.0,0
17,1,612.78,612.78,0.0,16116.0,0
21,1,287.89,287.89,579.22,16121.0,0
138,2,249.84,124.92,434.58000000000004,16122.0,0
123,1,249.0,249.0,0.0,16124.0,0
173,1,289.35,289.35,0.0,16125.0,0
102,1,891.35,891.35,5396.42,16126.0,2
88,1,388.3,388.3,1491.92,16128.0,1
13,2,1664.52,832.26,1842.02,16131.0,1
2,11,6486.650000000001,589.6954545454546,7165.27,16133.0,2
165,1,283.53000000000003,283.53000000000003,334.56,16134.0,0
68,1,517.55,517.55,0.0,16135.0,0
83,1,159.3,159.3,550.08,16136.0,0
12,1,139.79999999999998,139.79999999999998,495.61,16139.0,0
177,1,124.14,124.14,601.04,16140.0,0
55,1,535.34,535.34,0.0,16142.0,0
18,4,1574.17,393.5425,375.19,16143.0,0
52,1,175.2,175.2,0.0,16144.0,0
32,4,1316.28,329.07,2115.82,16145.0,1
9,2,659.13,329.565,75.0,16146.0,0
102,1,76.32000000000001,76.32000000000001,0.0,16148.0,0
76,2,964.48,482.24,1088.54,16150.0,0
74,1,1829.04,1829.04,0.0,16152.0,0
23,2,401.91,200.955,1422.32,16153.0,0
12,3,1060.57,353.5233333333333,1745.8600000000001,16156.0,1
87,1,348.2,348.2,0.0,16159.0,0
4,10,2288.1,228.81,2968.9500000000003,16161.0,1
58,1,37.4,37.4,0.0,16162.0,0
38,2,856.6,428.3,0.0,16163.0,0
14,8,1176.81,147.10125,2546.23,16168.0,1
40,2,625.5799999999999,312.78999999999996,1259.47,16170.0,0
47,1,199.38,199.38,940.83,16172.0,0
10,2,466.98,233.49,570.61,16175.0,0
16,4,2745.43,686.3575,7508.75,16180.0,2
9,2,2517.0,1258.5,4100.65,16182.0,1
17,1,148.22,148.22,1010.57,16184.0,0
38,1,335.0,335.0,194.41,16185.0,0
17,4,1047.21,261.8025,2959.73,16186.0,1
9,7,2564.64,366.3771428571428,4346.8,16187.0,1
32,2,565.77,282.885,416.09,16188.0,0
68,8,2615.68,326.96,1928.8600000000001,16191.0,1
42,1,314.45,314.45,0.0,16193.0,0
166,1,365.27,365.27,0.0,16202.0,0
33,2,318.3,159.15,274.6,16203.0,0
14,2,288.75,144.375,248.31,16206.0,0
95,1,497.59,497.59,166.67,16208.0,0
52,1,305.95000000000005,305.95000000000005,1956.6700000000003,16209.0,1
19,9,10593.210000000001,1177.0233333333335,6105.23,16210.0,2
89,1,498.15000000000003,498.15000000000003,192.19,16212.0,0
58,2,749.67,374.835,313.08000000000004,16214.0,0
73,1,914.9300000000001,914.9300000000001,0.0,16216.0,0
41,2,304.25,152.125,0.0,16217.0,0
12,4,1728.76,432.19,1355.92,16218.0,0
81,2,315.37,157.685,549.49,16221.0,0
124,1,846.72,846.72,0.0,16222.0,0
46,2,543.21,271.605,752.09,16224.0,0
83,2,416.61,208.305,679.71,16225.0,0
9,3,255.12,85.04,0.0,16226.0,0
31,1,314.22,314.22,0.0,16227.0,0
18,1,358.2,358.2,652.4,16229.0,0
26,1,275.93,275.93,266.1,16230.0,0
21,2,366.47,183.235,624.41,16232.0,0
135,2,326.5,163.25,210.18,16233.0,0
101,2,344.46,172.23,522.85,16235.0,0
18,4,833.96,208.49,1164.51,16241.0,0
20,2,392.9,196.45,2661.4,16242.0,1
17,2,1522.75,761.375,0.0,16244.0,0
62,1,453.98,453.98,959.6800000000001,16245.0,0
7,2,1020.53,510.265,779.54,16249.0,0
67,2,389.44,194.72,0.0,16250.0,0
61,1,1700.4,1700.4,1983.46,16253.0,1
52,4,1061.67,265.4175,1558.24,16255.0,1
72,1,752.4300000000001,752.4300000000001,0.0,16256.0,0
25,1,1032.46,1032.46,4171.05,16258.0,1
52,1,254.96,254.96,491.87,16261.0,0
66,5,2875.14,575.028,1781.96,16265.0,1
6,3,371.84,123.94666666666666,490.05,16266.0,0
159,1,1141.24,1141.24,0.0,16270.0,0
164,1,133.22,133.22,1281.02,16271.0,0
179,1,357.95,357.95,0.0,16274.0,0
2,1,559.87,559.87,0.0,16275.0,0
145,1,168.3,168.3,0.0,16282.0,0
14,1,277.81,277.81,1052.33,16283.0,0
13,4,1129.74,282.435,1119.25,16293.0,0
74,1,301.9,301.9,0.0,16297.0,0
139,1,827.1800000000001,827.1800000000001,4533.45,16303.0,1
19,6,632.27,105.37833333333333,0.0,16306.0,0
23,2,960.0,480.0,1600.0,16308.0,1
46,1,334.2,334.2,372.37,16309.0,0
136,1,226.37,226.37,0.0,16315.0,0
12,5,1829.1100000000001,365.822,1109.8,16316.0,0
103,1,570.76,570.76,770.89,16317.0,0
23,1,404.40000000000003,404.40000000000003,0.0,16319.0,0
19,1,852.68,852.68,185.78,16320.0,0
111,3,223.65,74.55,150.0,16321.0,0
2,1,207.50000000000003,207.50000000000003,0.0,16323.0,0
51,1,190.82000000000002,190.82000000000002,403.42,16325.0,0
20,3,535.6800000000001,178.56000000000003,2291.7400000000002,16326.0,1
5,4,2469.64,617.41,1374.58,16327.0,0
111,1,122.3,122.3,1470.9,16332.0,1
32,13,11754.800000000001,904.2153846153847,13324.8,16333.0,2
90,1,109.95,109.95,0.0,16339.0,0
7,1,797.65,797.65,1174.22,16341.0,0
46,2,455.7,227.85,1013.75,16348.0,0
96,1,53.5,53.5,0.0,16349.0,0
139,1,376.7,376.7,739.77,16350.0,0
138,1,153.9,153.9,0.0,16351.0,0
23,11,2155.28,195.93454545454549,3926.4300000000003,16353.0,1
3,3,211.77,70.59,0.0,16356.0,0
19,1,137.9,137.9,520.98,16357.0,0
20,5,1016.26,203.252,623.9300000000001,16359.0,0
59,3,489.35999999999996,163.11999999999998,1051.06,16365.0,0
168,1,170.91,170.91,633.58,16367.0,0
2,1,354.45,354.45,1199.21,16369.0,0
31,1,275.54,275.54,1045.02,16370.0,0
68,1,156.3,156.3,316.73,16374.0,0
73,1,676.2,676.2,0.0,16377.0,0
53,3,362.95,120.98333333333333,0.0,16378.0,0
74,1,309.46,309.46,358.90000000000003,16383.0,0
69,1,409.1,409.1,175.4,16384.0,0
172,1,148.23000000000002,148.23000000000002,407.66,16385.0,0
59,1,61.10000000000001,61.10000000000001,256.1,16386.0,0
128,1,94.36,94.36,0.0,16387.0,0
11,2,670.17,335.085,711.9,16389.0,0
75,1,221.19,221.19,0.0,16392.0,0
21,5,839.22,167.844,1600.27,16393.0,1
54,2,619.3,309.65,936.04,16394.0,0
129,2,450.56,225.28,1036.34,16395.0,0
59,1,1169.95,1169.95,535.85,16398.0,0
41,1,178.41,178.41,230.16,16399.0,0
16,5,1661.8899999999999,332.378,2123.69,16401.0,1
70,2,299.6,149.8,0.0,16402.0,0
118,1,177.5,177.5,0.0,16403.0,0
108,2,167.25,83.625,0.0,16405.0,0
0,5,794.74,158.948,1000.02,16407.0,0
48,2,803.5600000000001,401.78000000000003,1225.32,16409.0,0
175,1,131.5,131.5,83.15,16411.0,0
86,1,50.8,50.8,75.45,16414.0,0
32,1,145.91,145.91,529.36,16418.0,0
81,2,516.9300000000001,258.46500000000003,455.3,16419.0,0
108,1,302.7,302.7,0.0,16425.0,0
82,1,328.37,328.37,1025.28,16426.0,0
69,2,241.06,120.53,0.0,16427.0,0
19,3,642.81,214.26999999999998,0.0,16431.0,0
63,2,522.95,261.475,999.3,16434.0,0
20,1,272.46,272.46,2392.78,16440.0,1
97,1,211.0,211.0,170.2,16441.0,0
33,2,437.03,218.515,0.0,16442.0,0
0,2,240.08,120.04,414.59,16444.0,0
11,1,2.9,2.9,0.0,16446.0,0
4,1,188.89000000000001,188.89000000000001,0.0,16448.0,0
3,2,707.69,353.845,0.0,16449.0,0
10,5,1133.78,226.756,707.4,16455.0,0
33,3,1576.6100000000001,525.5366666666667,581.76,16456.0,0
24,1,208.36,208.36,0.0,16457.0,0
23,6,1139.4,189.9,2167.84,16458.0,1
89,1,34.0,34.0,102.0,16462.0,0
10,1,319.37,319.37,1103.03,16463.0,0
14,2,324.07,162.035,1279.39,16466.0,0
52,2,276.88,138.44,373.55,16469.0,0
164,1,216.34,216.34,546.05,16470.0,0
80,1,223.95000000000002,223.95000000000002,0.0,16471.0,0
93,2,217.81,108.905,98.3,16473.0,0
79,1,310.0,310.0,234.3,16475.0,0
20,5,1552.51,310.502,941.95,16477.0,0
91,2,367.8,183.9,983.83,16493.0,0
102,1,826.53,826.53,0.0,16494.0,0
82,2,246.51,123.255,0.0,16495.0,0
13,2,1185.04,592.52,0.0,16496.0,0
9,5,1550.7,310.14,1414.99,16497.0,0
166,2,365.45,182.725,0.0,16499.0,0
136,1,165.0,165.0,183.12,16500.0,0
20,3,1093.39,364.46333333333337,338.54,16503.0,0
102,1,363.7,363.7,0.0,16509.0,0
178,1,248.1,248.1,0.0,16510.0,0
72,1,340.75,340.75,609.51,16511.0,0
52,2,622.33,311.165,1004.8,16515.0,0
83,1,162.7,162.7,0.0,16517.0,0
90,1,190.7,190.7,293.62,16518.0,0
171,1,103.7,103.7,111.38,16519.0,0
45,2,622.92,311.46,423.65000000000003,16520.0,0
6,8,2835.6,354.45,5727.25,16523.0,2
2,14,7088.29,506.30642857142857,5617.44,16525.0,2
100,3,484.83,161.60999999999999,759.76,16531.0,0
144,1,1910.4,1910.4,4838.4,16532.0,1
25,3,1053.61,351.2033333333333,0.0,16539.0,0
96,2,787.15,393.575,0.0,16546.0,0
140,1,119.49000000000001,119.49000000000001,2616.67,16549.0,1
41,2,1038.91,519.455,1260.06,16550.0,0
142,1,311.07,311.07,611.05,16551.0,0
48,2,379.73,189.865,0.0,16552.0,0
11,9,4731.18,525.6866666666667,988.64,16553.0,0
28,2,314.11,157.055,522.99,16554.0,0
7,4,1638.82,409.705,1674.97,16556.0,1
39,9,2837.04,315.2266666666667,4902.4800000000005,16558.0,1
164,1,332.18,332.18,509.23,16560.0,0
170,1,173.7,173.7,0.0,16565.0,0
98,1,94.89999999999999,94.89999999999999,519.76,16566.0,0
0,2,865.6,432.8,0.0,16567.0,0
11,3,1473.23,491.07666666666665,2265.17,16570.0,1
87,1,436.68,436.68,985.01,16571.0,0
81,1,342.58,342.58,667.02,16572.0,0
96,1,292.63,292.63,370.98,16573.0,0
179,1,233.45,233.45,0.0,16583.0,0
60,1,611.94,611.94,324.14,16584.0,0
54,1,463.95,463.95,0.0,16586.0,0
38,1,225.15,225.15,0.0,16587.0,0
7,6,1152.83,192.13833333333332,1576.51,16592.0,1
133,1,69.6,69.6,260.43,16593.0,0
172,1,120.65,120.65,129.5,16596.0,0
91,1,145.04999999999998,145.04999999999998,0.0,16598.0,0
59,2,237.46,118.73,335.74,16600.0,0
13,7,1717.06,245.2942857142857,1630.65,16607.0,1
3,3,1987.6200000000001,662.5400000000001,3505.84,16609.0,1
25,1,75.66,75.66,0.0,16610.0,0
117,1,280.05,280.05,907.61,16612.0,0
41,1,151.85,151.85,0.0,16617.0,0
16,4,1441.29,360.3225,1206.3,16618.0,0
70,1,226.21,226.21,0.0,16619.0,0
66,1,95.75999999999999,95.75999999999999,0.0,16620.0,0
21,2,490.7,245.35,322.78,16621.0,0
51,1,129.45,129.45,0.0,16623.0,0
3,1,426.43,426.43,384.14,16624.0,0
80,1,333.08,333.08,0.0,16625.0,0
72,1,795.75,795.75,3093.14,16626.0,1
24,2,712.91,356.455,1475.14,16628.0,1
40,1,447.52,447.52,2435.58,16633.0,1
28,2,217.9,108.95,0.0,16634.0,0
31,1,303.62,303.62,850.85,16637.0,0
63,6,1211.44,201.90666666666667,469.28000000000003,16638.0,0
12,2,471.15000000000003,235.57500000000002,786.36,16639.0,0
13,1,307.73,307.73,0.0,16642.0,0
52,1,487.51,487.51,0.0,16643.0,0
18,1,722.41,722.41,111.37,16644.0,0
10,1,127.75,127.75,86.31,16647.0,0
18,3,3054.62,1018.2066666666666,3719.35,16652.0,1
41,2,501.85,250.925,99.42,16654.0,0
137,1,812.25,812.25,2982.27,16655.0,1
33,5,2464.04,492.808,6161.76,16656.0,2
60,1,242.55,242.55,461.8,16657.0,0
174,1,123.24,123.24,0.0,16658.0,0
16,2,384.36,192.18,883.29,16660.0,0
168,1,135.39999999999998,135.39999999999998,0.0,16665.0,0
90,1,203.35,203.35,366.78,16667.0,0
20,2,122.58,61.29,184.14,16668.0,0
53,5,1948.22,389.644,2147.68,16670.0,1
10,8,3488.34,436.0425,4376.6,16672.0,1
19,3,1098.5,366.1666666666667,493.62,16676.0,0
3,5,1266.65,253.33,1171.85,16678.0,0
172,1,129.75,129.75,0.0,16679.0,0
11,3,875.84,291.94666666666666,894.5,16681.0,0
0,4,1229.57,307.3925,1833.26,16686.0,1
7,1,86.5,86.5,139.07999999999998,16690.0,0
62,2,1276.0,638.0,0.0,16692.0,0
77,1,157.56,157.56,324.45,16693.0,0
9,3,558.9000000000001,186.30000000000004,99.0,16696.0,0
47,1,112.75,112.75,0.0,16697.0,0
32,2,1998.0,999.0,0.0,16698.0,0
7,7,2948.23,421.17571428571426,1844.51,16700.0,1
11,5,1895.17,379.034,3004.69,16701.0,1
13,8,6608.49,826.06125,5974.84,16705.0,2
5,4,1984.5900000000001,496.14750000000004,1045.28,16709.0,0
13,6,1637.64,272.94,845.4,16710.0,0
108,2,598.8000000000001,299.40000000000003,756.63,16711.0,0
18,4,1204.37,301.0925,2191.46,16712.0,1
41,8,2611.63,326.45375,4311.5,16713.0,1
24,3,1161.53,387.1766666666667,0.0,16714.0,0
72,2,901.2,450.6,0.0,16716.0,0
172,1,307.25,307.25,3551.13,16717.0,1
175,1,623.75,623.75,0.0,16718.0,0
41,4,978.23,244.5575,812.19,16719.0,0
68,1,292.47,292.47,0.0,16721.0,0
6,5,1963.26,392.652,2767.55,16722.0,1
108,7,781.02,111.57428571428571,0.0,16725.0,0
2,4,795.19,198.7975,586.83,16726.0,0
170,1,272.82,272.82,0.0,16727.0,0
42,2,326.93,163.465,727.74,16728.0,0
6,9,2834.13,314.90333333333336,4405.79,16729.0,1
40,2,480.94,240.47,262.17,16730.0,0
45,2,1097.92,548.96,1202.64,16735.0,0
103,1,3.75,3.75,0.0,16738.0,0
17,3,1061.75,353.9166666666667,1176.34,16743.0,0
17,9,3588.03,398.67,3606.27,16745.0,1
0,8,2889.18,361.1475,3057.36,16746.0,1
23,3,910.2,303.40000000000003,605.7,16748.0,0
38,1,118.7,118.7,505.23,16750.0,0
178,1,207.5,207.5,0.0,16752.0,0
178,1,2002.4,2002.4,0.0,16754.0,0
32,2,908.47,454.235,588.36,16755.0,0
20,1,239.4,239.4,0.0,16756.0,0
124,1,106.83000000000001,106.83000000000001,0.0,16757.0,0
4,1,611.85,611.85,0.0,16763.0,0
100,1,34.0,34.0,0.0,16765.0,0
79,2,1145.6,572.8,0.0,16766.0,0
25,3,2649.06,883.02,2931.54,16767.0,1
77,1,183.25,183.25,294.84000000000003,16768.0,0
66,1,380.39,380.39,0.0,16769.0,0
42,4,656.48,164.12,113.62,16770.0,0
81,3,1655.95,551.9833333333333,590.86,16771.0,0
11,4,691.8,172.95,874.71,16775.0,0
63,1,177.25,177.25,49.1,16777.0,0
80,1,93.18,93.18,152.76,16778.0,0
25,10,3780.76,378.076,5891.900000000001,16779.0,2
65,1,161.89,161.89,263.3,16780.0,0
178,1,311.25,311.25,0.0,16781.0,0
10,7,1348.3,192.6142857142857,888.1,16782.0,0
60,1,297.17,297.17,300.31,16788.0,0
19,4,576.15,144.0375,1145.63,16791.0,0
88,2,110.38000000000001,55.190000000000005,0.0,16792.0,0
171,1,414.88,414.88,0.0,16795.0,0
7,2,1265.83,632.915,353.9,16801.0,0
76,1,118.05,118.05,418.94,16804.0,0
166,1,214.77,214.77,245.82,16805.0,0
26,2,414.37,207.185,387.12,16806.0,0
21,2,651.83,325.915,469.76,16807.0,0
80,1,166.5,166.5,121.92,16808.0,0
14,2,343.08,171.54,571.61,16809.0,0
166,1,479.35,479.35,0.0,16812.0,0
10,1,206.25,206.25,1338.19,16813.0,0
11,11,3752.43,341.13,2756.67,16814.0,1
119,2,325.45,162.725,91.61,16816.0,0
24,6,949.25,158.20833333333334,438.17,16817.0,0
7,2,726.24,363.12,2495.57,16818.0,1
33,1,358.38,358.38,0.0,16823.0,0
9,2,136.65,68.325,62.5,16832.0,0
65,3,671.29,223.76333333333332,0.0,16833.0,0
33,1,413.46,413.46,0.0,16834.0,0
179,1,81.75,81.75,99.1,16835.0,0
3,8,1814.74,226.8425,1356.24,16837.0,0
3,2,588.85,294.425,0.0,16838.0,0
2,13,6641.1900000000005,510.8607692307693,9112.68,16839.0,2
19,2,636.5,318.25,1233.32,16841.0,0
108,1,520.5699999999999,520.5699999999999,743.62,16842.0,0
3,6,3841.9,640.3166666666667,6354.67,16843.0,2
139,1,332.41,332.41,0.0,16850.0,0
174,1,375.69000000000005,375.69000000000005,0.0,16858.0,0
67,1,259.84,259.84,487.96999999999997,16859.0,0
172,1,164.25,164.25,338.55,16863.0,0
16,4,2037.82,509.455,774.52,16871.0,0
3,3,3233.45,1077.8166666666666,2035.34,16873.0,1
102,3,805.09,268.36333333333334,1290.44,16875.0,0
14,1,77.75,77.75,650.14,16877.0,0
45,2,215.70000000000002,107.85000000000001,489.41999999999996,16882.0,0
177,1,128.03,128.03,148.7,16883.0,0
163,1,190.65,190.65,280.86,16885.0,0
0,3,1578.67,526.2233333333334,0.0,16889.0,0
177,1,232.26,232.26,461.49,16891.0,0
172,1,145.93,145.93,0.0,16893.0,0
105,2,289.78,144.89,0.0,16897.0,0
174,1,116.08,116.08,392.73,16898.0,0
13,2,347.55,173.775,622.43,16899.0,0
31,6,1288.17,214.69500000000002,2117.08,16904.0,1
42,3,853.93,284.6433333333333,1913.8,16905.0,1
11,2,213.64000000000001,106.82000000000001,366.13,16906.0,0
40,3,584.0,194.66666666666666,397.65,16907.0,0
13,5,1165.66,233.132,1409.72,16912.0,0
96,1,113.44,113.44,0.0,16913.0,0
54,2,166.79,83.395,345.21000000000004,16915.0,0
178,1,198.08,198.08,378.18,16916.0,0
82,1,391.52,391.52,0.0,16917.0,0
123,1,275.78,275.78,793.04,16918.0,0
5,8,1738.05,217.25625,858.4,16919.0,0
5,9,3160.52,351.1688888888889,3398.88,16923.0,1
177,1,230.25,230.25,0.0,16926.0,0
82,2,341.45,170.725,201.6,16927.0,0
21,6,950.11,158.35166666666666,1897.49,16928.0,1
0,9,1903.1100000000001,211.45666666666668,2289.67,16931.0,1
45,1,224.73,224.73,0.0,16933.0,0
114,1,267.6,267.6,2143.15,16938.0,1
95,1,757.68,757.68,2292.2,16940.0,1
25,3,577.96,192.65333333333334,1080.92,16942.0,0
17,3,816.73,272.24333333333334,0.0,16943.0,0
7,8,1773.68,221.71,2571.82,16945.0,1
41,1,406.48,406.48,0.0,16947.0,0
68,2,240.54000000000002,120.27000000000001,194.48,16948.0,0
24,3,505.75,168.58333333333334,698.48,16949.0,0
173,1,172.0,172.0,1006.56,16950.0,0
110,1,1053.79,1053.79,223.96,16951.0,0
60,3,941.48,313.82666666666665,762.48,16954.0,0
142,3,354.98,118.32666666666667,163.69,16955.0,0
45,2,416.64,208.32,0.0,16957.0,0
58,1,201.53,201.53,305.52,16960.0,0
32,1,201.19,201.19,0.0,16965.0,0
3,3,1154.3999999999999,384.79999999999995,614.77,16966.0,0
73,1,251.51999999999998,251.51999999999998,0.0,16976.0,0
103,1,347.15,347.15,1273.11,16979.0,0
61,2,1078.96,539.48,0.0,16980.0,0
77,3,622.34,207.4466666666667,1001.0,16983.0,0
17,6,2915.36,485.8933333333334,2548.7599999999998,16985.0,1
11,1,213.05,213.05,1180.07,16987.0,0
24,1,179.0,179.0,0.0,16990.0,0
5,2,671.15,335.575,728.71,16992.0,0
51,4,700.8800000000001,175.22000000000003,756.08,16996.0,0
94,3,702.0,234.0,0.0,16997.0,0
10,3,287.1,95.7,7.9,16998.0,0
13,5,1801.94,360.38800000000003,1779.95,17001.0,1
21,2,993.52,496.76,500.21,17002.0,0
7,4,462.73,115.6825,427.2,17007.0,0
10,11,4493.82,408.5290909090909,2981.42,17017.0,1
131,1,405.0,405.0,515.1,17018.0,0
67,3,995.93,331.97666666666663,0.0,17019.0,0
179,2,160.97,80.485,196.8,17025.0,0
175,1,33.15,33.15,121.67999999999999,17026.0,0
89,3,443.88,147.96,446.41,17027.0,0
42,1,358.0,358.0,358.0,17029.0,0
20,2,608.1,304.05,422.04,17033.0,0
93,1,141.79999999999998,141.79999999999998,603.72,17034.0,0
51,2,433.53000000000003,216.76500000000001,0.0,17035.0,0
166,1,304.5,304.5,777.07,17041.0,0
2,2,495.39,247.695,427.43,17042.0,0
72,1,174.6,174.6,1560.58,17043.0,1
53,1,39.95,39.95,299.49,17045.0,0
11,2,749.4300000000001,374.71500000000003,351.47,17047.0,0
88,2,760.4,380.2,164.95000000000002,17048.0,0
20,3,1581.8,527.2666666666667,3682.18,17049.0,1
56,4,2200.84,550.21,1028.0,17050.0,0
0,1,247.14000000000001,247.14000000000001,0.0,17051.0,0
13,3,918.82,306.27333333333337,437.51,17054.0,0
5,2,819.66,409.83,360.23,17058.0,0
3,3,1510.67,503.5566666666667,1584.37,17059.0,1
72,1,234.24,234.24,0.0,17060.0,0
16,6,2867.53,477.9216666666667,2364.7,17061.0,1
119,4,538.37,134.5925,0.0,17062.0,0
95,2,319.37,159.685,1141.77,17063.0,0
133,1,147.85,147.85,711.5,17064.0,0
10,10,2336.1,233.60999999999999,2047.7,17068.0,1
32,4,1073.07,268.2675,1636.63,17069.0,1
45,3,791.83,263.9433333333333,1637.2,17071.0,1
59,3,696.07,232.02333333333334,138.05,17075.0,0
79,2,334.2,167.1,506.88,17076.0,0
75,1,76.32000000000001,76.32000000000001,211.29999999999998,17080.0,0
124,1,636.94,636.94,1366.91,17082.0,0
101,2,996.02,498.01,409.76,17083.0,0
56,4,1218.9,304.725,347.75,17085.0,0
59,1,1015.83,1015.83,975.1800000000001,17088.0,0
33,3,649.05,216.35,1170.8600000000001,17090.0,0
46,3,1393.72,464.5733333333333,1983.24,17091.0,1
83,1,134.9,134.9,1642.88,17092.0,1
128,1,302.0,302.0,0.0,17094.0,0
105,2,543.96,271.98,780.1999999999999,17095.0,0
67,1,133.49,133.49,888.64,17096.0,0
130,2,287.64,143.82,351.89,17097.0,0
67,1,25.5,25.5,0.0,17102.0,0
112,1,319.4,319.4,346.38,17105.0,0
14,2,4118.81,2059.405,6696.62,17107.0,2
38,2,464.59000000000003,232.29500000000002,420.45,17109.0,0
14,4,446.09,111.5225,271.64,17114.0,0
39,1,310.02,310.02,302.8,17115.0,0
94,1,116.19999999999999,116.19999999999999,0.0,17117.0,0
123,1,157.02,157.02,0.0,17118.0,0
39,1,307.46,307.46,0.0,17120.0,0
105,2,515.27,257.635,489.48,17126.0,0
140,1,157.09,157.09,0.0,17128.0,0
52,2,1041.67,520.835,3850.57,17133.0,1
70,1,330.5,330.5,94.5,17134.0,0
95,2,500.55,250.275,639.18,17135.0,0
81,1,380.5,380.5,0.0,17138.0,0
16,4,4705.9,1176.475,5962.57,17139.0,2
53,1,465.32,465.32,0.0,17140.0,0
45,1,579.0,579.0,0.0,17142.0,0
69,2,563.88,281.94,185.9,17146.0,0
12,2,973.11,486.555,741.48,17147.0,0
0,3,1689.5,563.1666666666666,0.0,17152.0,0
38,2,698.55,349.275,568.42,17158.0,0
31,2,1205.07,602.535,2312.96,17160.0,1
51,5,819.3100000000001,163.86200000000002,896.15,17162.0,0
18,2,943.22,471.61,1524.13,17164.0,1
90,1,158.68,158.68,0.0,17165.0,0
10,1,127.59,127.59,78.75,17166.0,0
95,1,224.91,224.91,0.0,17171.0,0
23,1,59.9,59.9,0.0,17174.0,0
102,1,519.08,519.08,924.61,17175.0,0
7,1,306.13,306.13,0.0,17176.0,0
38,2,488.31,244.155,223.48,17179.0,0
47,3,564.86,188.28666666666666,231.17,17180.0,0
179,1,155.52,155.52,84.39999999999999,17181.0,0
32,1,203.95,203.95,0.0,17187.0,0
121,3,1424.44,474.81333333333333,740.67,17188.0,0
165,1,227.22,227.22,157.18,17189.0,0
13,1,195.0,195.0,249.74,17190.0,0
86,4,820.88,205.22,1274.25,17191.0,0
79,2,262.62,131.31,0.0,17194.0,0
171,2,521.66,260.83,170.56,17198.0,0
47,2,1250.16,625.08,314.4,17204.0,0
39,5,1253.94,250.788,1063.28,17211.0,0
59,1,226.85,226.85,0.0,17212.0,0
122,3,936.95,312.31666666666666,1844.28,17213.0,1
